ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
735-16-6367|4069893546463983|Michael|West|M|5570 Carol Freeway|Saint Michael|MN|55376|45.2064|-93.6593|16242|Fitness centre manager|1971-04-09|144574663666|adults_50up_male_urban.json
861-13-8864|6592552905092608|Adam|Estrada|M|015 Jones Cliffs|Nettleton|MS|38858|34.0821|-88.6052|7176|Textile designer|1982-05-27|212427678491|adults_2550_male_urban.json
807-33-8426|5513008823846995|Anthony|Becker|M|2331 Joseph Greens Apt. 773|Mcpherson|KS|67460|38.3763|-97.6702|15168|Passenger transport manager|1995-08-29|991519306305|adults_2550_male_urban.json
325-93-6865|2720221882206318|Joseph|Riggs|M|76130 Jake Greens Apt. 693|Menomonee Falls|WI|53051|43.1602|-88.1128|35651|Pharmacologist|1978-06-28|208334874589|adults_2550_male_urban.json
641-79-9684|2376403239193251|Brenda|Yoder|F|671 Oscar Rapids|Virginia Beach|VA|23456|36.7341|-76.0359|437994|Financial adviser|1974-04-07|641930516646|adults_50up_female_urban.json
867-80-9301|342529644484367|Randall|Blair|M|111 Logan Forges Apt. 064|Omaha|NE|68134|41.2949|-96.0546|518429|Aeronautical engineer|1976-10-14|779987534937|adults_2550_male_urban.json
329-72-8187|30155590627879|Tanya|Williams|F|120 Blevins Freeway Suite 216|Chicago|IL|60645|42.0086|-87.6947|2680484|Editor, magazine features|1932-07-23|798375684364|adults_50up_female_urban.json
405-93-0369|4358418029557|Matthew|Lawrence|M|3793 Davila Walk Suite 519|Montgomery|IL|60538|41.7177|-88.332|26619|Dancer|2007-03-21|791368580140|young_adults_male_urban.json
699-11-1205|2536703862567615|Brian|Diaz|M|233 Laura Plains Apt. 563|Colwich|KS|67030|37.7782|-97.5405|2659|Ambulance person|1977-10-12|770981691547|adults_2550_male_urban.json
171-81-4141|4873210788312735|Mike|Jarvis|M|522 Thomas Avenue Apt. 970|Bemidji|MN|56601|47.572|-94.8013|32225|Statistician|1971-10-24|151590555773|adults_50up_male_urban.json
260-87-1137|6011796365129557|Evelyn|Cohen|F|51081 Barker Trafficway|Kerman|CA|93630|36.7306|-120.0724|19162|Furniture conservator/restorer|1979-03-19|140488403005|adults_2550_female_urban.json
899-23-3408|3503607223502830|April|Strong|F|243 Rivera Ford Apt. 692|Chippewa Falls|WI|54729|44.9587|-91.3195|31469|Surveyor, minerals|1999-05-12|949317204983|adults_2550_female_urban.json
893-54-6495|4669687403301|Dawn|Ramirez|F|06166 Carpenter Avenue Apt. 844|Tuscaloosa|AL|35401|33.1969|-87.5627|112654|Learning disability nurse|1994-10-25|32436963283|adults_2550_female_urban.json
747-84-1557|36429628092412|Barbara|Smith|F|969 Garcia Stravenue|Fredericksburg|TX|78624|30.2817|-98.8799|21513|Engineer, broadcasting (operations)|1969-08-09|361301964896|adults_50up_female_urban.json
726-43-6103|4228058837743547|Natalie|Blevins|F|6253 Williams Coves Apt. 152|Fall River|MA|02720|41.7182|-71.14|88252|Journalist, broadcasting|1976-10-28|555422341609|adults_2550_female_urban.json
855-24-7586|30260317489031|Alicia|Kerr|F|809 Wilson Plains Suite 142|Burlington|VT|05401|44.484|-73.2199|42705|Editor, magazine features|1974-11-22|244353031336|adults_50up_female_urban.json
720-43-4834|4920559675779916|Ashley|Lopez|F|830 Blake Mountain Suite 274|Bradenton|FL|34203|27.4547|-82.5359|216518|Journalist, broadcasting|1981-08-07|956777212805|adults_2550_female_urban.json
090-50-0010|180089701522133|Dakota|Fletcher|M|08347 Becker Cliffs Apt. 898|Raleigh|NC|27612|35.852|-78.6841|489514|Theatre director|1962-10-25|792925814015|adults_50up_male_urban.json
704-64-4601|6011139979927159|Michael|Donovan|M|87885 William Street|Foley|AL|36535|30.4007|-87.6857|26767|Surveyor, mining|1984-12-05|678006888612|adults_2550_male_urban.json
525-84-1719|180039763090073|David|Matthews|M|5744 Rodriguez Cape Suite 692|Oakland|CA|94610|37.8126|-122.2443|381459|Physiological scientist|1972-05-12|421488495597|adults_50up_male_urban.json
352-37-3806|4591604359839859075|Robert|Padilla|M|8578 Sandra Parks Suite 681|Sparrows Point|MD|21219|39.2296|-76.4455|9379|Multimedia specialist|1995-09-14|577574108091|adults_2550_male_urban.json
844-28-5024|4730717761350071|Jordan|Robinson|M|33854 Joel Field|Ashburn|VA|20148|39.0142|-77.5285|82396|Osteopath|1961-01-27|646743231450|adults_50up_male_urban.json
134-71-5457|4231265327355147|Marcus|Moore|M|22347 Jones Manors|Hedgesville|WV|25427|39.5214|-78.0912|14322|Video editor|1967-10-05|972078828086|adults_50up_male_urban.json
249-91-5849|375702006174138|Jennifer|Parker|F|476 Katie Coves Apt. 912|Hallstead|PA|18822|41.9598|-75.7826|3642|Purchasing manager|1958-11-14|806066580662|adults_50up_female_urban.json
015-54-5324|675961222832|Matthew|Chen|M|4468 Wright Avenue Suite 555|Kohler|WI|53044|43.7381|-87.7867|2297|Librarian, public|2004-09-20|367566016983|young_adults_male_rural.json
418-28-5454|6011777894332763|Shannon|Lee|F|6008 Heather Views|Bray|OK|73012|35.6675|-97.5936|25851|Financial risk analyst|1975-05-01|620194597780|adults_50up_female_urban.json
677-19-6949|3522209755061793|Andrew|Schneider|M|15120 Jared Vista Apt. 449|Greenville|IN|47124|38.3535|-86.0083|4264|Amenity horticulturist|1956-11-01|478704581394|adults_50up_male_urban.json
168-15-6266|4833391929692109|Samuel|Walker|M|22600 Nicole Pass Apt. 774|West Columbia|SC|29169|33.995|-81.0888|52126|Education officer, environmental|1935-08-19|856648535887|adults_50up_male_urban.json
293-80-9170|378872820632285|Sandra|Burgess|F|26980 Green Squares|Iowa City|IA|52240|41.6355|-91.5016|77509|Personnel officer|1960-05-30|551326375354|adults_50up_female_urban.json
141-95-4436|36096064724525|Isaiah|Robinson|M|477 Smith Alley Suite 657|Wichita Falls|TX|76305|33.9995|-98.3938|102011|Psychotherapist|1959-02-14|852371256142|adults_50up_male_urban.json
445-12-2332|3528426809282613|Michael|Campos|M|70053 Jones Path Suite 056|Nokomis|IL|62075|39.3036|-89.2853|3458|Occupational therapist|1969-08-20|564971803878|adults_50up_male_urban.json
207-10-6577|6579512798312429|Kristin|Ward|F|416 Christopher Rapids Apt. 984|Greensboro|NC|27406|36.022|-79.7821|305168|Surveyor, commercial/residential|1948-04-10|571315349447|adults_50up_female_urban.json
720-16-7722|060486715208|John|Banks|M|4043 Roger Plaza|Antelope|CA|95843|38.7159|-121.3648|45048|Technical sales engineer|1967-06-24|804760864588|adults_50up_male_urban.json
389-58-2485|4610511090070178|Kristi|Cox|F|50254 Martin Track|West Palm Beach|FL|33404|26.7832|-80.0638|459921|Event organiser|1957-07-20|750345086685|adults_50up_female_urban.json
034-11-0196|4975997475396594|Sean|Huerta|M|2526 Caldwell Expressway Apt. 416|Whittier|CA|90602|33.9693|-118.0337|189948|Higher education careers adviser|1979-02-13|382737445539|adults_2550_male_urban.json
217-57-4780|639051337934|Sheena|Clarke|F|997 Ferguson Summit Suite 085|Ventura|CA|93003|34.2846|-119.2222|112613|Lobbyist|1975-04-24|843945631109|adults_50up_female_urban.json
815-59-4935|3558496881449904|Jose|Lewis|M|624 Emily Mills Suite 450|Westminster|CO|80030|39.8302|-105.037|49261|Systems analyst|1978-04-22|634011057809|adults_2550_male_urban.json
215-24-4235|345279111108514|Victor|Wright|M|985 Lori Club Apt. 596|San Juan|TX|78589|26.2044|-98.1537|38004|Commercial/residential surveyor|1983-07-22|732292267979|adults_2550_male_urban.json
839-85-7438|3548002264259721|Adam|York|M|298 Morse Plaza Apt. 921|Brooklyn|NY|11201|40.694|-73.9903|2504700|Herbalist|1969-06-20|282106719031|adults_50up_male_urban.json
553-36-7322|4042937178472146174|Clifford|Rogers|M|5292 Griffin Villages|Brooklyn|NY|11212|40.6625|-73.9145|2504700|Phytotherapist|2003-11-20|569097971551|young_adults_male_urban.json
466-76-8877|180075445847415|David|Smith|M|936 Hayley Rapids|North Las Vegas|NV|89032|36.218|-115.1709|214518|Presenter, broadcasting|1959-12-07|765285841505|adults_50up_male_urban.json
680-09-9527|4638901248446|John|Sanchez|M|1156 Taylor Curve Apt. 070|Long Beach|CA|90815|33.7939|-118.1192|471952|Personal assistant|1942-11-02|675749915913|adults_50up_male_urban.json
031-41-3803|2290227433037276|Andrea|Gutierrez|F|4756 Michelle Union|Lancaster|PA|17602|40.0335|-76.2844|164596|Civil Service fast streamer|1973-08-01|687753364335|adults_50up_female_urban.json
557-90-0235|30287806615453|Marcus|Dixon|M|3565 Miller Burgs Apt. 882|Philadelphia|PA|19120|40.0343|-75.1213|1526206|Lexicographer|1968-12-30|82203568768|adults_50up_male_urban.json
679-67-8853|6590594699842881|Stephanie|Holder|F|0520 Christian Forges Apt. 988|Orange|NJ|07050|40.7692|-74.2355|30074|Psychiatrist|1956-06-23|867974969591|adults_50up_female_urban.json
886-22-3435|3503668642778625|Jeffrey|Weaver|M|72876 Jennifer Drive Apt. 877|Gig Harbor|WA|98335|47.3002|-122.6084|51325|Surveyor, mining|1968-02-20|911505862642|adults_50up_male_urban.json
082-96-0119|6011833455735629|Corey|Santos|M|0045 Matthew Knolls Suite 302|Haltom City|TX|76117|32.8087|-97.2709|30645|Psychologist, counselling|1970-01-04|816991369239|adults_50up_male_urban.json
845-17-2789|180070424025554|Donna|Jenkins|F|770 Garcia Mall|Horseheads|NY|14845|42.1805|-76.8345|20453|Publishing rights manager|1994-08-05|614056052697|adults_2550_female_urban.json
071-47-9565|6567386569044840|Paul|Reynolds|M|22912 Stephens Isle|Saint Albans|VT|05478|44.8111|-73.089|14449|Management consultant|1942-01-08|513397451333|adults_50up_male_urban.json
449-04-0174|4239459942640767|Allison|Peters|F|01203 Barbara Burgs Apt. 387|Atlanta|GA|30349|33.6053|-84.4813|900273|Chemist, analytical|1999-12-14|836948015477|adults_2550_female_urban.json
558-29-4060|378905810801534|Daniel|Ramirez|M|6702 Henry Pass|Gilbert|AZ|85233|33.3354|-111.8153|211167|Psychiatrist|1977-10-22|401068219104|adults_2550_male_urban.json
676-80-6031|30457595995503|Steven|Nguyen|M|629 Scott Hills|Elk Grove|CA|95624|38.4232|-121.3599|162646|Scientist, audiological|1966-11-13|963638404069|adults_50up_male_urban.json
860-37-1218|213195252520789|Maria|Mason|F|5119 Christopher Village|Waterford|PA|16441|41.9603|-79.9996|10136|Minerals surveyor|1978-03-23|324233205936|adults_2550_female_urban.json
328-20-0984|4276947308823|Elizabeth|Brown|F|321 Joann Haven Suite 029|Kenmore|WA|98028|47.7542|-122.2475|20419|Engineer, control and instrumentation|1979-07-16|850397805150|adults_2550_female_urban.json
297-83-0362|3512180525795998|Amy|Johnson|F|412 Rebecca Islands Suite 601|Nanuet|NY|10954|41.0977|-74.0109|23045|Surgeon|1950-05-22|656700690239|adults_50up_female_urban.json
801-15-3342|4485713399627686127|Katherine|Roberts|F|12029 Nicole Station|Whitesboro|NY|13492|43.1158|-75.3095|11596|Engineer, electronics|1984-04-08|92352537710|adults_2550_female_urban.json
041-12-4752|3580298908881966|Michael|Turner|M|31919 William Cliff Apt. 356|Saint Paul|MN|55122|44.786|-93.2202|753116|Surveyor, planning and development|1999-12-06|900770864029|adults_2550_male_urban.json
097-57-2484|4670417103898|Anna|Wilson|F|0501 Jennifer Tunnel Apt. 034|Fairton|NJ|08320|39.3799|-75.2217|1256|General practice doctor|1956-03-01|406271409266|adults_50up_female_rural.json
505-10-4196|180065077525728|Darrell|Petersen|M|60378 Christopher Walk|Chicago|IL|60651|41.9025|-87.7393|2680484|Automotive engineer|2003-03-20|847463435864|young_adults_male_urban.json
774-57-0508|4306670059945|Jennifer|Harper|F|9323 Hannah Circle Apt. 715|Concord|CA|94518|37.9504|-122.0263|123688|Scientist, research (medical)|1999-03-11|12106620348|adults_2550_female_urban.json
594-64-1077|4863323430658744889|Juan|Dean|M|75909 Lopez Pine|Kansas City|KS|66102|39.1132|-94.6693|150224|Journalist, broadcasting|1972-05-21|596628227402|adults_50up_male_urban.json
145-88-6125|180045513919602|Victor|Calhoun|M|67883 Gonzalez Wells|Irvine|CA|92617|33.6425|-117.8417|212569|Surveyor, quantity|1987-11-16|699397576390|adults_2550_male_urban.json
247-69-0279|573647584669|Stephanie|Hill|F|741 Hall Trafficway Apt. 206|Santa Clara|CA|95050|37.3492|-121.953|115820|Estate agent|1968-01-08|502964933321|adults_50up_female_urban.json
173-74-7247|36014584081144|Dawn|Miller|F|81436 Charles Plain Suite 114|Port Richey|FL|34668|28.3011|-82.6927|42619|Nature conservation officer|1983-09-07|34005115460|adults_2550_female_urban.json
899-49-1248|2692605554654264|Jonathan|Wright|M|77140 Kelly Union Suite 545|Kent|WA|98031|47.388|-122.1932|147876|Tax adviser|2005-06-07|740255533437|young_adults_male_urban.json
435-04-0146|4119622723868|Robert|Ruiz|M|217 Peter Pines Apt. 850|Bristol|TN|37620|36.5686|-82.1819|39102|Telecommunications researcher|2006-09-14|920518196144|young_adults_male_urban.json
462-03-9593|4099165081132|Jason|Steele|M|34848 Lopez Summit Suite 700|West Jefferson|OH|43162|39.9424|-83.2853|6926|Petroleum engineer|1957-09-20|889800059326|adults_50up_male_urban.json
585-43-9444|344295449669549|Brenda|Miller|F|562 Cooper Parkway Apt. 016|Montvale|NJ|07645|41.0495|-74.0384|7832|Broadcast engineer|1970-09-15|225257415558|adults_50up_female_urban.json
473-75-4663|3592351638326483|Larry|Higgins|M|17078 David Station|Phoenixville|PA|19460|40.1267|-75.5272|40154|Writer|1973-01-25|697003913659|adults_50up_male_urban.json
460-52-1228|3504948414235528|Rachel|Eaton|F|372 Marquez Wall|Normal|IL|61761|40.5124|-88.9883|52879|Optician, dispensing|1989-02-12|539698868511|adults_2550_female_urban.json
569-16-3410|503865647716|Ronald|Peterson|M|187 Emily Pike|Yonkers|NY|10701|40.9461|-73.8669|177756|Therapist, music|1978-12-20|78501673763|adults_2550_male_urban.json
003-63-9452|5461146446119838|Amy|Ray|F|2473 Cordova Ferry Apt. 774|Dayton|OH|45415|39.8355|-84.2613|479994|Surveyor, land/geomatics|1968-04-29|922020775320|adults_50up_female_urban.json
508-59-0078|675988125323|George|Davis|M|808 Kari Lodge|Grover Beach|CA|93433|35.121|-120.6173|13162|Radiation protection practitioner|1997-05-05|66939453037|adults_2550_male_urban.json
682-52-6750|3528653839571646|James|Bryan|M|00370 Sergio Valleys|Newark|CA|94560|37.5368|-122.032|42573|Financial trader|1985-01-13|573324095394|adults_2550_male_urban.json
541-81-8391|3569320709834849|Linda|Chambers|F|4876 Christina Key Apt. 744|Reisterstown|MD|21136|39.46|-76.8135|33781|Librarian, public|1967-04-06|349588723864|adults_50up_female_urban.json
438-61-6475|371982817947799|Gregory|Villarreal|M|45220 Samuel Fall|Oakley|CA|94561|37.994|-121.7036|36515|Occupational psychologist|1965-07-10|249008015764|adults_50up_male_urban.json
129-96-6373|4525733090740634|Frances|Reynolds|F|24767 Martinez Junctions Apt. 799|Flushing|NY|11367|40.728|-73.8195|219342|Agricultural consultant|1956-07-10|790539620900|adults_50up_female_urban.json
861-27-6545|3593327633422856|Melissa|Moore|F|2372 Matthew Prairie|Portland|OR|97203|45.5889|-122.7347|841711|Engineer, maintenance (IT)|1969-10-31|39092822848|adults_50up_female_urban.json
235-92-7726|3508942340370430|Cheryl|Eaton|F|188 Amanda Lakes|Kenner|LA|70062|29.9912|-90.2479|68211|Oceanographer|1993-01-30|844539250707|adults_2550_female_urban.json
131-47-7977|213147371985179|Travis|Duncan|M|064 Richard Knolls Suite 421|Vinita|OK|74301|36.6334|-95.1382|11840|Mental health nurse|2009-04-06|732246687668|young_adults_male_urban.json
811-29-7596|3564053273968850|Lisa|Baker|F|839 Jeffrey Motorway|Darien|IL|60561|41.7434|-87.9805|23115|Visual merchandiser|2003-03-06|669629117389|young_adults_female_urban.json
694-87-8485|4150321985961|Victor|Yates|M|025 Randy Mews|Virginia Beach|VA|23451|36.8585|-76.0019|437994|Scientist, research (physical sciences)|2010-03-25|701818213113|young_adults_male_urban.json
038-52-7500|4767149986325|Kristin|Howard|F|038 Lopez Drive|Grand Forks|ND|58201|47.901|-97.0446|54948|Psychotherapist, child|1991-07-05|186320550327|adults_2550_female_urban.json
334-46-9274|6011743963994958|Sylvia|Roberts|F|955 Perry Mews|Lowell|MA|01854|42.6493|-71.3355|106541|Mental health nurse|1982-12-26|82456441625|adults_2550_female_urban.json
526-63-3559|501821027361|Michael|Walker|M|6732 Stacey Ford|Cheney|WA|99004|47.4943|-117.5834|18376|Higher education careers adviser|1974-04-05|557994094517|adults_50up_male_urban.json
578-28-9805|2360191090488666|Nathan|Acosta|M|26447 Elizabeth Passage Suite 954|Honey Grove|TX|75446|33.5985|-95.9109|3180|Chemist, analytical|1984-10-17|873728398856|adults_2550_male_urban.json
836-79-0381|3571645810457346|Jennifer|Ali|F|7338 Tate Centers Suite 289|Denham Springs|LA|70726|30.459|-90.9027|71335|Air traffic controller|2008-07-09|363608413264|young_adults_female_urban.json
354-12-9063|4847719888372|Donald|Ochoa|M|96859 Wesley Locks Apt. 502|Spencerport|NY|14559|43.1895|-77.8043|18057|Film/video editor|1973-02-23|558539360507|adults_50up_male_urban.json
661-76-6389|4924343548695212150|James|Carson|M|08803 Parrish Manor Suite 660|Spring Lake|NC|28390|35.183|-78.9786|19942|Hydrographic surveyor|1999-06-15|882991182981|adults_2550_male_urban.json
489-52-4253|30476911612212|Robin|Williams|F|965 Arnold Lodge|Baton Rouge|LA|70819|30.4668|-91.0156|378909|Retail buyer|1998-07-12|76029122232|adults_2550_female_urban.json
655-06-0695|4589333528660138559|Paul|Miranda|M|95738 Daniel Wells|Lexington|NC|27292|35.8231|-80.262|76998|Airline pilot|2006-08-28|202158011399|young_adults_male_urban.json
831-46-7630|2701580619499915|Chelsey|Morales|F|55191 Martha Ports Suite 871|Wilson|NC|27893|35.727|-77.9227|59853|Retail banker|1931-04-28|873738509225|adults_50up_female_urban.json
079-62-0128|213149293285076|Tamara|Miles|F|29332 Kathryn Harbors Suite 220|Gallatin|TN|37066|36.3834|-86.4512|42758|Surveyor, quantity|2002-03-24|849800532188|young_adults_female_urban.json
043-86-0855|4177588562746|Kimberly|Price|F|26203 Virginia Ramp|Waxhaw|NC|28173|34.9251|-80.7278|45097|Metallurgist|1940-02-02|81360392364|adults_50up_female_urban.json
503-87-1529|4186018112399332|Amy|Nguyen|F|206 Jeffrey Turnpike Suite 596|Omaha|NE|68164|41.2955|-96.1008|518429|Surveyor, building control|1939-03-15|758740785256|adults_50up_female_urban.json
620-14-0331|3519680450521122|Paul|Kirby|M|81641 Jon Summit Suite 081|Fort Worth|TX|76134|32.6469|-97.3325|813980|Tree surgeon|1959-03-04|998578020137|adults_50up_male_urban.json
040-71-3869|4954495060958062747|Gina|Reynolds|F|985 Tony Divide|Batavia|IL|60510|41.8482|-88.3098|28897|Translator|2000-09-01|304868813221|adults_2550_female_urban.json
147-86-0264|4776253847669195306|Brendan|Hurley|M|2861 Hays Spring Suite 859|Fort Lee|NJ|07024|40.8503|-73.9745|35353|Administrator, education|1965-01-14|428149748567|adults_50up_male_urban.json
826-58-6359|5466286603498248|Rhonda|Ross|F|0165 Moore Parks Suite 402|Shawnee Mission|KS|66203|39.0215|-94.7055|370212|Biomedical scientist|1961-05-18|403283882533|adults_50up_female_urban.json
510-17-3380|5552423525600859|Natasha|Mills|F|617 Daniel Vista Apt. 520|Marquand|MO|63655|37.4274|-90.1741|1523|Media buyer|1980-06-11|807059542151|adults_2550_female_rural.json
339-26-1437|4845605993421|Dana|Martinez|F|91294 Small Fork|Rome|GA|30165|34.2837|-85.2231|75049|Clinical embryologist|1962-05-29|896758378123|adults_50up_female_urban.json
716-83-1231|4878343779824021166|Tara|Thomas|F|79981 Denise Canyon|Lawrenceville|GA|30043|34.0031|-84.0126|228867|Tax adviser|1938-03-26|164853155649|adults_50up_female_urban.json
167-53-5633|36355877452637|Randall|Turner|M|72544 David Islands|Chicago|IL|60623|41.849|-87.7157|2680484|Engineer, electrical|1976-06-23|125958229270|adults_2550_male_urban.json
478-68-9128|4503455388287203|William|Alexander|M|6608 Amber Park Suite 587|Rockaway Park|NY|11694|40.5766|-73.8428|20408|Careers information officer|1948-10-06|733249525279|adults_50up_male_urban.json
641-61-5135|4368593152629|Anna|Pena|F|1443 Cynthia Crossing Apt. 614|Louisville|KY|40299|38.1768|-85.5218|736284|Historic buildings inspector/conservation officer|1988-05-17|156145563286|adults_2550_female_urban.json
889-77-6258|4744331997115333490|Tasha|Martin|F|701 Karen Summit Apt. 434|Waterbury|CT|06708|41.5511|-73.0645|110372|Illustrator|1983-06-01|659705926392|adults_2550_female_urban.json
757-92-8893|3586188817860215|Jacob|Garza|M|437 Levine Forges Apt. 749|Spring City|TN|37381|35.6935|-84.8198|8855|Armed forces technical officer|2003-12-12|232832995058|young_adults_male_urban.json
172-24-3754|3548070473148365|Kristi|Collins|F|740 Smith Lodge Suite 656|Manchester|NH|03104|43.0073|-71.4482|113733|Administrator, charities/voluntary organisations|1993-01-24|738750402981|adults_2550_female_urban.json
387-92-2282|4128219386827849|Phillip|Anderson|M|393 Melissa Hills Suite 969|Downers Grove|IL|60515|41.8034|-88.0138|56587|Dietitian|1966-03-25|836068029544|adults_50up_male_urban.json
412-52-6506|578531234438|Yvette|Meyer|F|811 Jarvis Union Suite 512|Levittown|PA|19054|40.1681|-74.8231|64038|Games developer|1993-12-15|129627763453|adults_2550_female_urban.json
399-96-3851|30170483648114|Melissa|Barber|F|8594 Charles Gateway Suite 931|Saint Petersburg|FL|33711|27.7465|-82.6897|341043|Engineer, manufacturing|1971-10-04|939580198476|adults_50up_female_urban.json
706-51-5513|3527676877759352|Rachel|Coleman|F|1749 Brenda Forges|Azusa|CA|91702|34.1248|-117.9031|59705|Surveyor, building control|1999-09-13|719612002840|adults_2550_female_urban.json
305-23-7084|30233990761505|Amanda|Jones|F|154 Kyle Falls|Spring|TX|77380|30.1441|-95.4703|316665|Engineer, civil (contracting)|1969-03-16|546539374080|adults_50up_female_urban.json
777-10-4286|3510861647904996|Tyler|Cooper|M|80679 Murray Fort Suite 720|Westfield|MA|01085|42.1537|-72.7698|41804|Television/film/video producer|1982-02-19|432398342989|adults_2550_male_urban.json
821-24-3174|30264320586999|Jeffrey|Moore|M|9715 Herman Mills Apt. 277|Alton|IL|62002|38.9087|-90.1568|32704|Actor|1976-01-31|125063198438|adults_50up_male_urban.json
316-87-1571|38326096856880|Michael|Dillon|M|08597 Shelly Parkway Suite 794|Rio Vista|CA|94571|38.1637|-121.7016|7911|Engineer, petroleum|1984-10-10|768579641600|adults_2550_male_urban.json
876-53-4487|4026327676596458764|Janice|Green|F|1553 Nash Glen Suite 024|Saint Charles|MO|63304|38.7378|-90.6234|134684|Aeronautical engineer|1991-11-23|402759066971|adults_2550_female_urban.json
508-22-9839|4848965394503751|Diana|Camacho|F|8053 James Place|Jacksonville|TX|75766|31.9618|-95.2703|26388|Meteorologist|2005-04-18|446354101963|young_adults_female_urban.json
192-93-9948|2246964804073739|Amy|Pratt|F|50632 Roberson Island Apt. 026|Minneapolis|MN|55434|45.1681|-93.2504|1022298|Media planner|1957-02-21|251326562371|adults_50up_female_urban.json
463-81-9527|6011346746466037|Colleen|Vincent|F|3997 Rodriguez Ranch|Huntsville|AL|35816|34.7389|-86.6249|190178|Data processing manager|1984-09-06|59195642676|adults_2550_female_urban.json
777-74-4648|5210276078195162|Edwin|Holmes|M|9738 Wendy Wall Apt. 614|Hackensack|NJ|07601|40.8882|-74.0503|43010|Food technologist|1967-06-28|975880834661|adults_50up_male_urban.json
883-84-6082|4893505260270687563|Peter|Brown|M|812 John Stravenue|Ladera Ranch|CA|92694|33.5472|-117.6238|21944|Oceanographer|1953-05-21|107041066984|adults_50up_male_urban.json
584-15-2087|4745998413377|Jason|Mason|M|8079 Katherine Road|Advance|NC|27006|36.0065|-80.4463|14150|Ophthalmologist|1967-07-05|708003979494|adults_50up_male_urban.json
031-55-4380|675907838477|Kiara|Adams|F|34857 Ryan Way|Adamsville|TN|38310|35.2556|-88.4134|6145|Land/geomatics surveyor|1996-06-24|312072040917|adults_2550_female_urban.json
008-38-4298|3572809031788363|Regina|Scott|F|7859 Vaughan Grove|Wolcott|CT|06716|41.597|-72.9828|16680|Architectural technologist|1955-01-02|616546102519|adults_50up_female_urban.json
324-96-9628|4320756052690|Mario|Brown|M|30299 James Forges Apt. 923|Hereford|TX|79045|34.837|-102.405|19473|Materials engineer|1965-03-11|388263113347|adults_50up_male_urban.json
004-32-0481|30154027320125|Sean|Burton|M|18500 Anderson Common Apt. 068|Duluth|GA|30097|34.026|-84.147|103980|Computer games developer|1955-11-27|999901662733|adults_50up_male_urban.json
542-16-0534|3505484738577972|Stacey|Matthews|F|5538 Nicholas Corner|Riverside|CA|92509|34.0033|-117.445|419138|Social worker|1976-06-12|533249455902|adults_2550_female_urban.json
695-25-8442|4429518525576886|Mary|Miller|F|030 Barbara Stream Suite 448|Patriot|IN|47038|38.8537|-84.8515|1504|Professor Emeritus|1935-10-17|113334225253|adults_50up_female_rural.json
347-02-4820|180091508924462|Michael|Williams|M|76955 Guzman Union Apt. 558|Spokane|WA|99212|47.6686|-117.3049|342856|Sales promotion account executive|1978-08-13|940931999170|adults_2550_male_urban.json
775-92-2198|4775477774592542|Shawn|Wilson|M|724 Timothy Mountains|Mebane|NC|27302|36.0979|-79.2719|26412|Warden/ranger|1972-08-13|17345386414|adults_50up_male_urban.json
728-37-5423|378496741662393|Glen|Fisher|M|25593 Valenzuela Extension Suite 674|Coquille|OR|97423|43.1884|-124.2014|6809|Advertising art director|1952-11-15|332325689129|adults_50up_male_urban.json
159-20-8042|4653145134170054|Diane|Diaz|F|5595 Mclean Unions|Wilmington|DE|19807|39.7949|-75.6161|215619|Embryologist, clinical|1956-03-26|137259506624|adults_50up_female_urban.json
572-85-3518|4766808950499|Brandon|Shaw|M|3171 Bartlett Springs|Lake Forest|CA|92630|33.6437|-117.6868|59182|Public affairs consultant|1963-01-23|354588872519|adults_50up_male_urban.json
096-81-9488|30336860931601|Joseph|Sosa|M|010 Watson Track Apt. 911|Evanston|IL|60202|42.0302|-87.6865|79009|Clinical cytogeneticist|1983-12-26|925004632845|adults_2550_male_urban.json
045-21-6651|4093339637902038878|Joseph|Acevedo|M|893 Campbell Mission|Saint Stephens Church|VA|23148|37.8479|-77.055|1827|Scientist, product/process development|2000-05-03|825060381508|adults_2550_male_rural.json
792-58-7083|6011420834812426|Natalie|Sullivan|F|4264 Charles Glens Suite 832|Lancaster|PA|17603|40.0091|-76.3671|164596|Research officer, trade union|1990-09-21|904516981424|adults_2550_female_urban.json
246-57-9731|4818774499246878|Matthew|Torres|M|9399 Wright Valleys Suite 566|Davenport|IA|52806|41.5733|-90.6038|102516|Insurance risk surveyor|1976-04-29|157425989593|adults_2550_male_urban.json
286-02-2501|4908964966681183|Christopher|Taylor|M|24687 Jacob Center|Kokomo|IN|46901|40.4988|-86.1453|73330|Equities trader|1948-02-10|229642067564|adults_50up_male_urban.json
724-72-4422|630413867486|Tracey|Simpson|F|45596 Lowe Mission|Fresh Meadows|NY|11365|40.7374|-73.7951|55784|Oceanographer|1993-01-04|900447307275|adults_2550_female_urban.json
810-48-7543|180080055126761|Dean|Scott|M|63270 Jenkins Glens Suite 534|Atwater|CA|95301|37.3489|-120.6028|37073|Forensic scientist|1956-05-18|43712337161|adults_50up_male_urban.json
155-12-8358|6547152035191986|Hannah|Raymond|F|6513 Leslie Walk|Warfordsburg|PA|17267|39.7698|-78.1986|2810|Sports development officer|1959-08-08|52911868991|adults_50up_female_urban.json
